23.03.2023 13:23:32,28.26699,53.03273,7,257,2,92,21192
23.03.2023 13:23:32,28.26704,53.03411,7,257,2,92,21192
23.03.2023 13:23:33,28.26705,53.03436,7,257,2,92,21192
23.03.2023 13:23:33,28.26714,53.03658,7,257,2,92,21192
23.03.2023 13:23:33,28.26688,53.04256,7,257,2,92,21192
23.03.2023 13:23:33,28.26677,53.04431,7,257,2,92,21192
23.03.2023 13:23:33,28.26671,53.045,7,257,2,92,21192
23.03.2023 13:23:33,28.26601,53.04593,7,257,2,92,21192
23.03.2023 13:23:33,28.26412,53.04858,7,257,2,92,59594
23.03.2023 13:23:33,28.26299,53.05007,7,257,2,92,59594
23.03.2023 13:23:33,28.26277,53.05029,7,257,2,92,59594
23.03.2023 13:23:34,28.2617,53.05094,7,257,2,92,21196
23.03.2023 13:23:34,28.25598,53.05424,7,257,2,92,21196
23.03.2023 13:23:34,28.25538,53.05458,7,257,2,92,21196
23.03.2023 13:23:34,28.25502,53.05472,7,257,2,92,21196
23.03.2023 13:23:34,28.25463,53.05483,7,257,2,92,21196
23.03.2023 13:23:34,28.25416,53.05493,7,257,2,92,21196
23.03.2023 13:23:34,28.25338,53.05504,7,257,2,92,21196
23.03.2023 13:23:34,28.25295,53.05511,7,257,2,92,21196
23.03.2023 13:23:34,28.2495,53.05565,7,257,2,92,21196
23.03.2023 13:23:34,28.24854,53.05584,7,257,2,92,21196
23.03.2023 13:23:35,28.24819,53.05594,7,257,2,92,21196
23.03.2023 13:23:35,28.2439,53.05747,7,257,2,92,21196
23.03.2023 13:23:35,28.23855,53.05942,7,257,2,92,21196
23.03.2023 13:23:35,28.23765,53.05977,7,257,2,92,21196
23.03.2023 13:23:35,28.23712,53.06001,7,257,2,92,21196
23.03.2023 13:23:35,28.23682,53.0602,7,257,2,92,21196
23.03.2023 13:23:35,28.23632,53.06062,7,257,1,144,7603
23.03.2023 13:23:35,28.23602,53.06096,7,257,1,144,7603
23.03.2023 13:23:35,28.23583,53.06127,7,257,1,144,7603
23.03.2023 13:23:36,28.23572,53.0616,7,257,1,144,7603
23.03.2023 13:23:36,28.23568,53.06193,7,257,1,144,7603
23.03.2023 13:23:36,28.23582,53.06373,7,257,2,92,21196
23.03.2023 13:23:36,28.23606,53.06517,7,257,2,92,21196
23.03.2023 13:23:36,28.23662,53.06931,7,257,2,92,21196
23.03.2023 13:23:36,28.23681,53.06991,7,257,2,92,21196
23.03.2023 13:23:36,28.23711,53.07047,7,257,2,92,21196
23.03.2023 13:23:36,28.23818,53.07218,7,257,2,92,21196
23.03.2023 13:23:36,28.23831,53.0726,7,257,2,92,21196
23.03.2023 13:23:37,28.23836,53.07307,7,257,2,92,21196
23.03.2023 13:23:37,28.23834,53.07338,7,257,2,92,21196
23.03.2023 13:23:37,28.23828,53.07358,7,257,2,92,21196
23.03.2023 13:23:37,28.23819,53.07376,7,257,2,92,21196
23.03.2023 13:23:37,28.23797,53.07412,7,257,1,144,6111
23.03.2023 13:23:37,28.23175,53.08211,7,257,1,144,6111
23.03.2023 13:23:37,28.23121,53.08275,7,257,1,144,6111
23.03.2023 13:23:37,28.23039,53.08386,7,257,1,144,6111
23.03.2023 13:23:37,28.23019,53.08432,7,257,1,144,6111
23.03.2023 13:23:38,28.22988,53.08574,7,257,1,144,6111
23.03.2023 13:23:38,28.22969,53.0868,7,257,1,144,6111
23.03.2023 13:23:38,28.22952,53.08706,7,257,1,144,6111
23.03.2023 13:23:38,28.22928,53.0873,7,257,1,144,6111
23.03.2023 13:23:38,28.22869,53.08776,7,257,1,144,6111
23.03.2023 13:23:38,28.22786,53.08836,7,257,1,144,6111
23.03.2023 13:23:38,28.2265,53.08929,7,257,1,144,6111
23.03.2023 13:23:38,28.22453,53.09071,7,257,1,144,6111
23.03.2023 13:23:38,28.22383,53.09122,7,257,1,144,6111
23.03.2023 13:23:39,28.22317,53.09181,7,257,1,144,6111
23.03.2023 13:23:39,28.22282,53.09221,7,257,1,144,6111
23.03.2023 13:23:39,28.22253,53.09263,7,257,1,144,6111
23.03.2023 13:23:39,28.22123,53.09566,7,257,1,144,6111
23.03.2023 13:23:39,28.2204,53.09764,7,257,1,144,6111
23.03.2023 13:23:39,28.2201,53.09852,7,257,1,144,6111
23.03.2023 13:23:39,28.21987,53.09942,7,257,1,144,6111
23.03.2023 13:23:39,28.21881,53.10474,7,257,1,144,6111
23.03.2023 13:23:39,28.2183,53.10555,7,257,1,144,6111
23.03.2023 13:23:40,28.21338,53.11204,7,257,1,144,6111
23.03.2023 13:23:40,28.21284,53.11269,7,257,1,144,6111
23.03.2023 13:23:40,28.21205,53.11348,7,257,1,144,6111
23.03.2023 13:23:40,28.21169,53.11376,7,257,1,144,6111
23.03.2023 13:23:40,28.21118,53.11409,7,257,1,144,6111
23.03.2023 13:23:40,28.21062,53.11438,7,257,1,144,6111
23.03.2023 13:23:40,28.21,53.11463,7,257,1,144,6111
23.03.2023 13:23:40,28.20927,53.11488,7,257,1,144,6111
23.03.2023 13:23:40,28.20905,53.11493,7,257,1,144,6111
23.03.2023 13:23:41,28.20871,53.11503,7,257,1,144,6111
23.03.2023 13:23:41,28.20768,53.11522,7,257,1,144,6111
23.03.2023 13:23:41,28.20665,53.11535,7,257,1,144,6111
23.03.2023 13:23:41,28.19834,53.11614,7,257,1,144,6111
23.03.2023 13:23:41,28.19653,53.11645,7,257,1,144,6111
23.03.2023 13:23:41,28.19241,53.11785,7,257,1,144,6111
23.03.2023 13:23:41,28.19206,53.11797,7,257,1,144,6111
23.03.2023 13:23:41,28.18906,53.11899,7,257,2,92,44192
23.03.2023 13:23:41,28.18075,53.1219,7,257,2,92,44192
23.03.2023 13:23:42,28.17517,53.1238,7,257,2,92,44192
23.03.2023 13:23:42,28.17222,53.12485,7,257,2,92,44192
23.03.2023 13:23:42,28.17024,53.12605,7,257,2,92,44192
23.03.2023 13:23:42,28.1675,53.12775,7,257,2,92,44192
23.03.2023 13:23:42,28.16675,53.12807,7,257,2,92,44192
23.03.2023 13:23:42,28.16608,53.1283,7,257,2,92,44192
23.03.2023 13:23:42,28.1632,53.12922,7,257,2,92,44192
23.03.2023 13:23:42,28.16277,53.12942,7,257,2,92,44192
23.03.2023 13:23:42,28.1625,53.12962,7,257,2,92,44192
23.03.2023 13:23:42,28.16229,53.12983,7,257,2,92,44192
23.03.2023 13:23:43,28.1621,53.13009,7,257,2,92,44192
23.03.2023 13:23:43,28.16203,53.13029,7,257,2,92,44192
23.03.2023 13:23:43,28.16161,53.13523,7,257,2,92,44192
23.03.2023 13:23:43,28.16101,53.14178,7,257,2,92,44192
23.03.2023 13:23:43,28.16081,53.14374,7,257,2,92,44192
23.03.2023 13:23:43,28.16058,53.14651,7,257,2,92,44192
23.03.2023 13:23:43,28.16052,53.14709,7,257,2,92,44192
23.03.2023 13:23:43,28.16045,53.14747,7,257,2,92,44192
23.03.2023 13:23:43,28.16031,53.14783,7,257,2,92,44192
23.03.2023 13:23:44,28.16006,53.14827,7,257,2,92,44192
23.03.2023 13:23:44,28.15886,53.15005,7,257,2,92,44192
23.03.2023 13:23:44,28.15758,53.15174,7,257,2,92,44192
23.03.2023 13:23:44,28.15679,53.15221,7,257,2,92,44192
23.03.2023 13:23:44,28.15583,53.15273,7,257,2,92,44192
23.03.2023 13:23:44,28.15311,53.15382,7,257,2,92,44192
23.03.2023 13:23:44,28.15224,53.15407,7,257,2,92,44192
23.03.2023 13:23:44,28.15137,53.15425,7,257,2,92,44192
23.03.2023 13:23:44,28.14699,53.15503,7,257,2,92,44192
23.03.2023 13:23:45,28.14623,53.15523,7,257,2,92,44192
23.03.2023 13:23:45,28.14542,53.15553,7,257,2,92,44192
23.03.2023 13:23:45,28.14011,53.15866,7,257,2,92,44192
23.03.2023 13:23:45,28.13833,53.15972,7,257,2,92,44192
23.03.2023 13:23:45,28.13461,53.16186,7,257,2,92,44192
23.03.2023 13:23:45,28.1307,53.16424,7,257,2,92,44192
23.03.2023 13:23:45,28.13056,53.16436,7,257,2,92,44192
23.03.2023 13:23:45,28.13045,53.16452,7,257,2,92,44192
23.03.2023 13:23:45,28.1299,53.16547,7,257,2,92,44192
23.03.2023 13:23:46,28.12975,53.16567,7,257,2,92,44192
23.03.2023 13:23:46,28.12952,53.16589,7,257,2,92,44192
23.03.2023 13:23:46,28.12675,53.1679,7,257,2,92,44192
23.03.2023 13:23:46,28.12553,53.16874,7,257,2,92,44192
23.03.2023 13:23:46,28.1245,53.16957,7,257,2,92,44192
23.03.2023 13:23:46,28.12428,53.1697,7,257,2,92,44192
23.03.2023 13:23:46,28.12404,53.16981,7,257,2,92,44192
23.03.2023 13:23:46,28.12329,53.17007,7,257,2,92,44192
23.03.2023 13:23:46,28.12234,53.17034,7,257,2,92,44192
23.03.2023 13:23:47,28.12009,53.17086,7,257,2,92,44193
23.03.2023 13:23:47,28.1172,53.17162,7,257,2,92,44193
23.03.2023 13:23:47,28.11704,53.17169,7,257,2,92,44193
23.03.2023 13:23:47,28.11693,53.17176,7,257,2,92,44193
23.03.2023 13:23:47,28.11677,53.17193,7,257,2,92,44193
23.03.2023 13:23:47,28.1166,53.17217,7,257,2,92,44193
23.03.2023 13:23:47,28.11637,53.17235,7,257,2,92,44193
23.03.2023 13:23:47,28.11608,53.17253,7,257,2,92,44193
23.03.2023 13:23:47,28.11231,53.17397,7,257,2,92,44193
23.03.2023 13:23:48,28.11175,53.17415,7,257,2,92,44193
23.03.2023 13:23:48,28.11136,53.17421,7,257,2,92,44193
23.03.2023 13:23:48,28.10926,53.17432,7,257,2,92,44193
23.03.2023 13:23:48,28.09628,53.1748,7,257,2,92,44193
23.03.2023 13:23:48,28.0929,53.17493,7,257,2,92,44193
23.03.2023 13:23:48,28.09203,53.17504,7,257,2,92,44193
23.03.2023 13:23:48,28.09129,53.17522,7,257,2,92,44193
23.03.2023 13:23:48,28.08899,53.17597,7,257,2,92,44193
23.03.2023 13:23:48,28.08798,53.17635,7,257,2,92,44193
23.03.2023 13:23:48,28.08182,53.17845,7,257,2,92,44193
23.03.2023 13:23:49,28.0803,53.179,7,257,2,92,44193
23.03.2023 13:23:49,28.07977,53.17921,7,257,2,92,44193
23.03.2023 13:23:49,28.07906,53.17955,7,257,2,92,44193
23.03.2023 13:23:49,28.07694,53.18061,7,257,2,92,44193
23.03.2023 13:23:49,28.07306,53.18262,7,257,2,92,44193
23.03.2023 13:23:49,28.07281,53.18278,7,257,2,92,44193
23.03.2023 13:23:49,28.07264,53.18295,7,257,2,92,44193
23.03.2023 13:23:49,28.07251,53.18312,7,257,2,92,44193
23.03.2023 13:23:49,28.07232,53.1835,7,257,2,92,44193
23.03.2023 13:23:50,28.07218,53.18393,7,257,2,92,44193
23.03.2023 13:23:50,28.07215,53.18417,7,257,2,92,44193
23.03.2023 13:23:50,28.07218,53.18481,7,257,2,92,44193
23.03.2023 13:23:50,28.07225,53.18515,7,257,2,92,44193
23.03.2023 13:23:50,28.07272,53.18656,7,257,2,92,44193
23.03.2023 13:23:50,28.0732,53.18779,7,257,2,92,44193
23.03.2023 13:23:50,28.07321,53.18808,7,257,2,92,44193
23.03.2023 13:23:50,28.07315,53.18842,7,257,2,92,44193
23.03.2023 13:23:50,28.07292,53.18906,7,257,2,92,44193
23.03.2023 13:23:51,28.07145,53.19229,7,257,2,92,44193
23.03.2023 13:23:51,28.07085,53.19369,7,257,2,92,44193
23.03.2023 13:23:51,28.07059,53.19426,7,257,2,92,44193
23.03.2023 13:23:51,28.07018,53.195,7,257,2,92,44193
23.03.2023 13:23:51,28.06969,53.19573,7,257,2,92,44193
23.03.2023 13:23:51,28.06943,53.19601,7,257,2,92,44193
23.03.2023 13:23:51,28.06904,53.19636,7,257,2,92,44193
23.03.2023 13:23:51,28.06423,53.20023,7,257,2,92,44193
23.03.2023 13:23:51,28.0618,53.20214,7,257,2,92,44193
23.03.2023 13:23:52,28.0607,53.20295,7,257,2,92,44193
23.03.2023 13:23:52,28.05984,53.20349,7,257,2,92,44193
23.03.2023 13:23:52,28.05981,53.20351,7,257,2,92,44193
23.03.2023 13:23:52,28.05652,53.20556,7,257,2,92,44193
23.03.2023 13:23:52,28.05562,53.20618,7,257,2,92,44193
23.03.2023 13:23:52,28.04789,53.21195,7,257,2,92,44193
23.03.2023 13:23:52,28.04057,53.21167,7,257,2,92,44193
23.03.2023 13:23:52,28.02951,53.21129,7,257,2,92,44193
23.03.2023 13:23:52,28.02365,53.21114,7,257,2,92,44193
23.03.2023 13:23:52,28.01466,53.21081,7,257,2,92,44193
23.03.2023 13:23:53,28.00438,53.21044,7,257,2,92,44193
23.03.2023 13:23:53,27.99978,53.21027,7,257,2,92,44193
23.03.2023 13:23:53,27.99701,53.21018,7,257,2,92,44193
23.03.2023 13:23:53,27.97749,53.20954,7,257,2,92,44193
23.03.2023 13:23:53,27.97392,53.20943,7,257,2,92,44193
23.03.2023 13:23:53,27.94567,53.20852,7,257,2,92,44193
23.03.2023 13:23:53,27.93157,53.20812,7,257,2,92,23601
23.03.2023 13:23:53,27.92393,53.20795,7,257,2,92,23601
23.03.2023 13:23:53,27.91786,53.20779,7,257,2,92,23601
23.03.2023 13:23:54,27.91716,53.20777,7,257,2,92,23601
23.03.2023 13:23:54,27.91636,53.20779,7,257,2,92,23601
23.03.2023 13:23:54,27.91574,53.20784,7,257,2,92,23601
23.03.2023 13:23:54,27.91412,53.20802,7,257,2,92,23601
23.03.2023 13:23:54,27.91168,53.20833,7,257,2,92,23601
23.03.2023 13:23:54,27.90964,53.20855,7,257,2,92,23601
23.03.2023 13:23:54,27.89541,53.21041,7,257,2,92,44163
23.03.2023 13:23:54,27.8906,53.21103,7,257,2,92,44163
23.03.2023 13:23:54,27.88828,53.21131,7,257,2,92,44163
23.03.2023 13:23:55,27.8864,53.21157,7,257,2,92,44163
23.03.2023 13:23:55,27.87768,53.21268,7,257,2,92,44163
23.03.2023 13:23:55,27.87494,53.21303,7,257,2,92,44163
23.03.2023 13:23:55,27.86947,53.21377,7,257,2,92,44163
23.03.2023 13:23:55,27.85913,53.21517,7,257,2,92,44163
23.03.2023 13:23:55,27.85471,53.21571,7,257,2,92,44163
23.03.2023 13:23:55,27.85171,53.21611,7,257,2,92,44163
23.03.2023 13:23:55,27.84853,53.21652,7,257,2,92,44163
23.03.2023 13:23:55,27.8463,53.21686,7,257,2,92,44163
23.03.2023 13:23:56,27.84179,53.21777,7,257,2,92,44163
23.03.2023 13:23:56,27.84099,53.21788,7,257,2,92,44163
23.03.2023 13:23:56,27.84041,53.21791,7,257,2,92,44163
23.03.2023 13:23:56,27.83994,53.21789,7,257,2,92,44163
23.03.2023 13:23:56,27.83913,53.2178,7,257,2,92,44163
23.03.2023 13:23:56,27.83875,53.21771,7,257,2,92,44163
23.03.2023 13:23:56,27.83814,53.21755,7,257,2,92,44163
23.03.2023 13: